season,league,team,player,nationality,position,age,minutes,minutes_90s,goals,assists,goals_assists,goals_per90,assists_per90,goals_assists_per90,xg,xg_assist,npxg,shots,shots_on_target
2018-2019,Premier League,Wolves,Adama Traoré,ESP,"FW,MF",22.0,902.0,10.0,1.0,1.0,2.0,0.1,0.1,0.2,1.3,2.2,1.3,19.0,7.0
2018-2019,Ligue 1,Toulouse,Ndombe Mubele,COD,FW,24.0,465.0,5.2,1.0,0.0,1.0,0.19,0.0,0.19,0.9,0.3,0.9,12.0,3.0
2018-2019,Bundesliga,Hertha BSC,Mathew Leckie,AUS,"FW,MF",27.0,941.0,10.5,2.0,0.0,2.0,0.19,0.0,0.19,2.7,1.0,2.7,22.0,9.0
2018-2019,La Liga,Huesca,Serdar Gürler,TUR,"MF,FW",26.0,482.0,5.4,0.0,1.0,1.0,0.0,0.19,0.19,0.7,0.2,0.7,7.0,2.0
2018-2019,Bundesliga,Schalke 04,Mark Uth,GER,"FW,MF",26.0,1407.0,15.6,2.0,1.0,3.0,0.13,0.06,0.19,4.7,1.6,4.7,39.0,15.0
2018-2019,Premier League,Southampton,Manolo Gabbiadini,ITA,"FW,MF",26.0,476.0,5.3,1.0,0.0,1.0,0.19,0.0,0.19,1.2,0.4,1.2,20.0,8.0
2018-2019,Bundesliga,Nürnberg,Federico Palacios Martínez,GER,"MF,FW",23.0,942.0,10.5,2.0,0.0,2.0,0.19,0.0,0.19,1.3,0.4,1.3,7.0,2.0
2018-2019,Serie A,Udinese,Darwin Machís,VEN,"FW,MF",25.0,463.0,5.1,0.0,1.0,1.0,0.0,0.19,0.19,1.1,0.9,1.1,16.0,3.0
2018-2019,Ligue 1,Dijon,Kwon Chang-hoon,KOR,"FW,MF",24.0,938.0,10.4,2.0,0.0,2.0,0.19,0.0,0.19,1.7,0.8,1.7,20.0,6.0
2018-2019,Premier League,Fulham,Floyd Ayité,TOG,"FW,MF",29.0,476.0,5.3,1.0,0.0,1.0,0.19,0.0,0.19,0.4,0.5,0.4,7.0,1.0
2018-2019,Ligue 1,Monaco,Rony Lopes,POR,"FW,MF",22.0,1849.0,20.5,2.0,2.0,4.0,0.1,0.1,0.19,4.0,4.7,4.0,51.0,24.0
2018-2019,Ligue 1,Monaco,Samuel Grandsir,FRA,"FW,MF",21.0,469.0,5.2,0.0,1.0,1.0,0.0,0.19,0.19,0.2,2.1,0.2,6.0,1.0
2018-2019,Premier League,Liverpool,Naby Keïta,GUI,"MF,FW",23.0,1390.0,15.4,2.0,1.0,3.0,0.13,0.06,0.19,2.0,1.0,2.0,27.0,9.0
2018-2019,Bundesliga,Düsseldorf,Jean Zimmer,GER,"DF,FW",24.0,1435.0,15.9,1.0,2.0,3.0,0.06,0.13,0.19,0.5,2.9,0.5,9.0,3.0
2018-2019,Ligue 1,Amiens,Stiven Mendoza,COL,"FW,MF",26.0,1877.0,20.9,2.0,2.0,4.0,0.1,0.1,0.19,2.9,1.3,2.9,42.0,8.0
2018-2019,La Liga,Athletic Club,Aritz Aduriz,ESP,FW,37.0,943.0,10.5,2.0,0.0,2.0,0.19,0.0,0.19,3.3,0.7,1.8,17.0,9.0
2018-2019,Ligue 1,Caen,Claudio Beauvue,GLP,"FW,MF",30.0,1499.0,16.7,3.0,0.0,3.0,0.18,0.0,0.18,4.7,1.3,3.9,39.0,13.0
2018-2019,Premier League,Huddersfield,Isaac Mbenza,BEL,"FW,MF",22.0,986.0,11.0,1.0,1.0,2.0,0.09,0.09,0.18,1.0,0.9,1.0,16.0,5.0
2018-2019,Bundesliga,Eint Frankfurt,Danny da Costa,GER,"DF,FW",25.0,3033.0,33.7,2.0,4.0,6.0,0.06,0.12,0.18,3.6,5.4,3.6,20.0,6.0
2018-2019,La Liga,Espanyol,Sergio García,ESP,"FW,MF",35.0,1486.0,16.5,2.0,1.0,3.0,0.12,0.06,0.18,3.3,2.3,3.3,35.0,11.0
2018-2019,Serie A,Inter,Antonio Candreva,ITA,"FW,MF",31.0,502.0,5.6,1.0,0.0,1.0,0.18,0.0,0.18,2.0,1.1,2.0,21.0,7.0
2018-2019,Serie A,Chievo,Emanuele Giaccherini,ITA,"MF,FW",33.0,2009.0,22.3,3.0,1.0,4.0,0.13,0.04,0.18,3.0,3.6,1.4,31.0,10.0
2018-2019,Bundesliga,Augsburg,Caiuby,BRA,"MF,FW",30.0,1006.0,11.2,1.0,1.0,2.0,0.09,0.09,0.18,2.2,1.0,2.2,32.0,9.0
2018-2019,La Liga,Villarreal,Pablo Fornals,ESP,"MF,FW",22.0,2479.0,27.5,2.0,3.0,5.0,0.07,0.11,0.18,3.7,5.9,3.7,58.0,16.0
2018-2019,Premier League,Manchester Utd,Diogo Dalot,POR,"DF,FW",19.0,1013.0,11.3,0.0,2.0,2.0,0.0,0.18,0.18,0.7,2.3,0.7,15.0,0.0
2018-2019,La Liga,Valladolid,Keko,ESP,"MF,FW",26.0,1533.0,17.0,2.0,1.0,3.0,0.12,0.06,0.18,3.4,1.6,3.4,21.0,10.0
2018-2019,Serie A,Parma,Alessandro Deiola,ITA,"MF,FW",22.0,545.0,6.1,0.0,1.0,1.0,0.0,0.17,0.17,0.2,0.3,0.2,7.0,1.0
2018-2019,La Liga,Valencia,Michy Batshuayi,BEL,FW,24.0,527.0,5.9,1.0,0.0,1.0,0.17,0.0,0.17,1.4,0.8,1.4,17.0,7.0
2018-2019,Ligue 1,Amiens,Juan Ferney Otero,COL,"FW,MF",23.0,2175.0,24.2,2.0,2.0,4.0,0.08,0.08,0.17,3.0,2.3,3.0,54.0,14.0
2018-2019,Ligue 1,Nice,Ignatius Ganago,CMR,FW,19.0,1036.0,11.5,2.0,0.0,2.0,0.17,0.0,0.17,2.9,1.0,2.9,27.0,10.0
2018-2019,Bundesliga,Schalke 04,Amine Harit,MAR,"MF,FW",21.0,1082.0,12.0,1.0,1.0,2.0,0.08,0.08,0.17,1.0,1.2,1.0,12.0,5.0
2018-2019,Premier League,Watford,Isaac Success,NGA,"FW,MF",22.0,1052.0,11.7,1.0,1.0,2.0,0.09,0.09,0.17,3.5,2.8,3.5,29.0,10.0
2018-2019,Premier League,Newcastle Utd,Yoshinori Mutō,JPN,"FW,MF",26.0,524.0,5.8,1.0,0.0,1.0,0.17,0.0,0.17,0.9,0.8,0.9,6.0,3.0
2018-2019,Bundesliga,Freiburg,Marco Terrazzino,GER,"MF,FW",27.0,517.0,5.7,1.0,0.0,1.0,0.17,0.0,0.17,0.8,0.4,0.8,12.0,5.0
2018-2019,Bundesliga,Stuttgart,Chadrac Akolo,COD,"MF,FW",23.0,525.0,5.8,0.0,1.0,1.0,0.0,0.17,0.17,0.9,0.5,0.9,14.0,3.0
2018-2019,Premier League,Everton,Bernard,BRA,"FW,MF",25.0,2116.0,23.5,1.0,3.0,4.0,0.04,0.13,0.17,2.6,2.3,2.6,23.0,5.0
2018-2019,Premier League,Cardiff City,Junior Hoilett,CAN,"MF,FW",28.0,2141.0,23.8,3.0,1.0,4.0,0.13,0.04,0.17,3.4,1.5,3.4,40.0,9.0
2018-2019,Ligue 1,Guingamp,Yeni Ngbakoto,COD,"MF,FW",26.0,566.0,6.3,1.0,0.0,1.0,0.16,0.0,0.16,1.6,0.8,1.6,18.0,7.0
2018-2019,Bundesliga,Hoffenheim,Steven Zuber,SUI,"MF,FW",26.0,571.0,6.3,0.0,1.0,1.0,0.0,0.16,0.16,0.6,1.0,0.6,16.0,4.0
2018-2019,Ligue 1,Strasbourg,Lionel Carole,FRA,"DF,FW",27.0,1727.0,19.2,0.0,3.0,3.0,0.0,0.16,0.16,0.5,1.6,0.5,8.0,2.0
2018-2019,Serie A,Cagliari,Marco Sau,ITA,"FW,MF",30.0,558.0,6.2,1.0,0.0,1.0,0.16,0.0,0.16,1.1,0.4,1.1,9.0,2.0
2018-2019,La Liga,Alavés,Burgui,ESP,"MF,FW",24.0,555.0,6.2,1.0,0.0,1.0,0.16,0.0,0.16,0.8,0.5,0.8,8.0,2.0
2018-2019,Serie A,Parma,Luca Siligardi,ITA,FW,30.0,1639.0,18.2,1.0,2.0,3.0,0.05,0.11,0.16,2.2,2.2,2.2,37.0,7.0
2018-2019,La Liga,Huesca,David Ferreiro,ESP,"MF,FW",30.0,2280.0,25.3,1.0,3.0,4.0,0.04,0.12,0.16,2.8,5.4,2.8,36.0,12.0
2018-2019,Bundesliga,Mainz 05,Alexandru Maxim,ROU,"MF,FW",28.0,579.0,6.4,1.0,0.0,1.0,0.16,0.0,0.16,1.1,2.8,1.1,15.0,3.0
2018-2019,Ligue 1,Guingamp,Marcus Coco,FRA,"FW,MF",22.0,1840.0,20.4,1.0,2.0,3.0,0.05,0.1,0.15,2.8,1.3,2.8,26.0,7.0
2018-2019,Serie A,Lazio,Senad Lulić,BIH,"DF,FW",32.0,2923.0,32.5,4.0,1.0,5.0,0.12,0.03,0.15,2.3,4.7,2.3,27.0,8.0
2018-2019,Serie A,Parma,Fabio Ceravolo,ITA,FW,31.0,1185.0,13.2,2.0,0.0,2.0,0.15,0.0,0.15,3.6,0.5,2.1,18.0,7.0
2018-2019,La Liga,Levante,Toño,ESP,"DF,FW",28.0,1763.0,19.6,1.0,2.0,3.0,0.05,0.1,0.15,1.3,1.2,1.3,14.0,4.0
2018-2019,Bundesliga,Freiburg,Janik Haberer,GER,"MF,FW",24.0,2340.0,26.0,1.0,3.0,4.0,0.04,0.12,0.15,1.3,3.3,1.3,26.0,3.0
2018-2019,La Liga,Real Sociedad,Jon Bautista,ESP,FW,23.0,597.0,6.6,1.0,0.0,1.0,0.15,0.0,0.15,2.7,0.9,2.7,20.0,5.0
2018-2019,Premier League,Huddersfield,Aaron Mooy,AUS,"MF,FW",27.0,2330.0,25.9,3.0,1.0,4.0,0.12,0.04,0.15,2.8,2.6,2.1,42.0,13.0
2018-2019,Premier League,Brighton,Jürgen Locadia,NED,"FW,MF",24.0,1236.0,13.7,2.0,0.0,2.0,0.15,0.0,0.15,2.7,1.0,2.7,27.0,9.0
2018-2019,Ligue 1,Nantes,Anthony Limbombe,BEL,FW,24.0,1237.0,13.7,1.0,1.0,2.0,0.07,0.07,0.15,2.5,3.3,2.5,42.0,12.0
2018-2019,Premier League,West Ham,Grady Diangana,COD,"MF,FW",20.0,609.0,6.8,0.0,1.0,1.0,0.0,0.15,0.15,0.5,1.2,0.5,10.0,3.0
2018-2019,Serie A,Bologna,Federico Mattiello,ITA,"DF,FW",23.0,1333.0,14.8,1.0,1.0,2.0,0.07,0.07,0.14,0.6,1.5,0.6,11.0,5.0
2018-2019,Ligue 1,Lille,Rui Fonte,POR,"FW,MF",28.0,627.0,7.0,1.0,0.0,1.0,0.14,0.0,0.14,0.6,0.3,0.6,13.0,4.0
2018-2019,Serie A,Juventus,Douglas Costa,BRA,"FW,MF",27.0,621.0,6.9,1.0,0.0,1.0,0.14,0.0,0.14,0.7,2.4,0.7,20.0,7.0
2018-2019,Ligue 1,Nantes,Lucas Lima,BRA,"DF,FW",26.0,2496.0,27.7,0.0,4.0,4.0,0.0,0.14,0.14,1.0,5.0,1.0,21.0,4.0
2018-2019,Premier League,Wolves,Morgan Gibbs-White,ENG,"MF,FW",18.0,663.0,7.4,0.0,1.0,1.0,0.0,0.14,0.14,1.1,1.3,1.1,8.0,1.0
2018-2019,Serie A,Parma,Mattia Sprocati,ITA,"FW,MF",25.0,644.0,7.2,1.0,0.0,1.0,0.14,0.0,0.14,0.5,0.8,0.5,10.0,4.0
2018-2019,La Liga,Girona,Borja García,ESP,"MF,FW",27.0,2629.0,29.2,1.0,3.0,4.0,0.03,0.1,0.14,2.0,4.8,2.0,32.0,13.0
2018-2019,Bundesliga,Nürnberg,Alexander Fuchs,GER,"MF,FW",21.0,655.0,7.3,1.0,0.0,1.0,0.14,0.0,0.14,0.6,0.7,0.6,9.0,1.0
2018-2019,La Liga,Betis,Sergio León,ESP,"FW,MF",29.0,638.0,7.1,0.0,1.0,1.0,0.0,0.14,0.14,0.6,0.6,0.6,13.0,2.0
2018-2019,La Liga,Rayo Vallecano,Bebé,CPV,"FW,MF",28.0,1302.0,14.5,1.0,1.0,2.0,0.07,0.07,0.14,2.2,3.4,2.2,59.0,12.0
2018-2019,Ligue 1,Nantes,Fábio,BRA,"DF,FW",28.0,1276.0,14.2,0.0,2.0,2.0,0.0,0.14,0.14,0.1,1.0,0.1,3.0,0.0
2018-2019,La Liga,Levante,Antonio Luna,ESP,"DF,FW",27.0,1258.0,14.0,0.0,2.0,2.0,0.0,0.14,0.14,0.2,1.8,0.2,3.0,1.0
2018-2019,La Liga,Rayo Vallecano,Gaël Kakuta,COD,"MF,FW",27.0,717.0,8.0,1.0,0.0,1.0,0.13,0.0,0.13,1.1,0.2,0.3,5.0,0.0
2018-2019,Premier League,Burnley,Jeff Hendrick,IRL,"MF,FW",26.0,2063.0,22.9,3.0,0.0,3.0,0.13,0.0,0.13,1.8,0.8,1.8,19.0,6.0
2018-2019,La Liga,Levante,Emmanuel Boateng,GHA,FW,22.0,699.0,7.8,1.0,0.0,1.0,0.13,0.0,0.13,1.2,0.1,1.2,18.0,3.0
2018-2019,Ligue 1,Dijon,Benjamin Jeannot,FRA,"FW,MF",26.0,1436.0,16.0,2.0,0.0,2.0,0.13,0.0,0.13,3.5,0.5,3.5,45.0,12.0
2018-2019,Serie A,Parma,Antonio Di Gaudio,ITA,FW,28.0,699.0,7.8,0.0,1.0,1.0,0.0,0.13,0.13,1.4,0.3,1.4,13.0,2.0
2018-2019,Serie A,Bologna,Diego Falcinelli,ITA,FW,27.0,703.0,7.8,0.0,1.0,1.0,0.0,0.13,0.13,1.3,0.5,1.3,16.0,3.0
2018-2019,La Liga,Leganés,Juanfran,ESP,"DF,FW",29.0,1459.0,16.2,1.0,1.0,2.0,0.06,0.06,0.12,0.4,1.9,0.4,10.0,3.0
2018-2019,Ligue 1,Nantes,Lucas Evangelista,BRA,"FW,MF",23.0,720.0,8.0,1.0,0.0,1.0,0.12,0.0,0.12,0.8,0.1,0.8,14.0,4.0
2018-2019,Ligue 1,Caen,Malik Tchokounté,FRA,"FW,MF",29.0,1473.0,16.4,0.0,2.0,2.0,0.0,0.12,0.12,1.8,1.2,1.8,22.0,6.0
2018-2019,Premier League,Tottenham,Moussa Sissoko,FRA,"MF,FW",28.0,2330.0,25.9,0.0,3.0,3.0,0.0,0.12,0.12,0.9,2.5,0.9,15.0,3.0
2018-2019,Ligue 1,Amiens,Cheick Timite,CIV,"FW,MF",20.0,1456.0,16.2,1.0,1.0,2.0,0.06,0.06,0.12,2.7,1.3,2.7,35.0,8.0
2018-2019,Ligue 1,Guingamp,Mehdi Merghem,FRA,"FW,MF",21.0,721.0,8.0,0.0,1.0,1.0,0.0,0.12,0.12,1.6,0.1,1.6,24.0,4.0
2018-2019,Bundesliga,Freiburg,Mike Frantz,GER,"MF,FW",31.0,2216.0,24.6,2.0,1.0,3.0,0.08,0.04,0.12,1.7,1.5,1.7,19.0,9.0
2018-2019,Bundesliga,Nürnberg,Virgil Misidjan,NED,"MF,FW",25.0,1543.0,17.1,1.0,1.0,2.0,0.06,0.06,0.12,2.5,0.9,2.5,23.0,8.0
2018-2019,Premier League,Leicester City,Rachid Ghezzal,ALG,"FW,MF",26.0,743.0,8.3,1.0,0.0,1.0,0.12,0.0,0.12,1.4,1.7,1.4,19.0,5.0
2018-2019,Ligue 1,Guingamp,Nolan Roux,FRA,FW,30.0,1536.0,17.1,2.0,0.0,2.0,0.12,0.0,0.12,4.6,0.8,4.6,38.0,9.0
2018-2019,La Liga,Athletic Club,Yuri Berchiche,ESP,"DF,FW",28.0,3120.0,34.7,2.0,2.0,4.0,0.06,0.06,0.12,1.2,2.0,1.2,29.0,6.0
2018-2019,La Liga,Espanyol,Pablo Piatti,ARG,"FW,MF",29.0,743.0,8.3,1.0,0.0,1.0,0.12,0.0,0.12,1.4,1.4,1.4,15.0,6.0
2018-2019,La Liga,Atlético Madrid,Vitolo,ESP,"MF,FW",28.0,753.0,8.4,0.0,1.0,1.0,0.0,0.12,0.12,0.9,1.0,0.9,8.0,1.0
2018-2019,Ligue 1,Nice,Mario Balotelli,ITA,FW,27.0,752.0,8.4,0.0,1.0,1.0,0.0,0.12,0.12,3.1,1.5,3.1,33.0,8.0
2018-2019,La Liga,Huesca,Javi Galán,ESP,"DF,FW",23.0,1440.0,16.0,0.0,2.0,2.0,0.0,0.12,0.12,0.1,2.4,0.1,2.0,0.0
2018-2019,Ligue 1,Nice,Bassem Srarfi,TUN,"FW,MF",21.0,817.0,9.1,1.0,0.0,1.0,0.11,0.0,0.11,1.6,1.1,1.6,11.0,3.0
2018-2019,Bundesliga,Dortmund,Marius Wolf,GER,"DF,FW",23.0,828.0,9.2,1.0,0.0,1.0,0.11,0.0,0.11,0.5,0.9,0.5,7.0,3.0
2018-2019,Premier League,Brighton,José Izquierdo,COL,"MF,FW",26.0,795.0,8.8,0.0,1.0,1.0,0.0,0.11,0.11,0.6,0.4,0.6,15.0,3.0
2018-2019,La Liga,Athletic Club,Óscar de Marcos,ESP,"DF,FW",29.0,2421.0,26.9,1.0,2.0,3.0,0.04,0.07,0.11,1.3,3.3,1.3,9.0,2.0
2018-2019,La Liga,Leganés,Allan Nyom,CMR,"DF,FW",30.0,1708.0,19.0,1.0,1.0,2.0,0.05,0.05,0.11,0.3,2.2,0.3,5.0,3.0
2018-2019,La Liga,Eibar,Marc Cucurella,ESP,"MF,FW",20.0,2354.0,26.2,1.0,2.0,3.0,0.04,0.08,0.11,2.0,3.2,2.0,22.0,2.0
2018-2019,Ligue 1,Montpellier,Junior Sambia,FRA,"MF,FW",21.0,926.0,10.3,0.0,1.0,1.0,0.0,0.1,0.1,2.1,1.6,2.1,23.0,6.0
2018-2019,La Liga,Girona,Valery Fernández,ESP,"DF,FW",18.0,888.0,9.9,0.0,1.0,1.0,0.0,0.1,0.1,0.1,0.7,0.1,2.0,1.0
2018-2019,Bundesliga,Mainz 05,Levin Öztunalı,GER,"MF,FW",22.0,921.0,10.2,0.0,1.0,1.0,0.0,0.1,0.1,0.5,0.9,0.5,16.0,7.0
2018-2019,Premier League,Huddersfield,Alex Pritchard,ENG,"MF,FW",25.0,2081.0,23.1,2.0,0.0,2.0,0.09,0.0,0.09,2.7,1.8,2.7,47.0,13.0
2018-2019,Serie A,Udinese,Hidde ter Avest,NED,"DF,FW",21.0,973.0,10.8,0.0,1.0,1.0,0.0,0.09,0.09,0.2,0.4,0.2,3.0,1.0
2018-2019,Ligue 1,Nice,Jean-Victor Makengo,FRA,"MF,FW",20.0,1029.0,11.4,1.0,0.0,1.0,0.09,0.0,0.09,1.4,1.0,1.4,13.0,5.0
2018-2019,Bundesliga,M'Gladbach,Fabian Johnson,USA,"DF,FW",30.0,1012.0,11.2,1.0,0.0,1.0,0.09,0.0,0.09,1.1,0.5,1.1,3.0,1.0
2018-2019,Ligue 1,Amiens,Mathieu Bodmer,FRA,"MF,FW",35.0,1073.0,11.9,1.0,0.0,1.0,0.08,0.0,0.08,0.9,1.0,0.9,13.0,5.0
2018-2019,Premier League,Fulham,Tom Cairney,SCO,"MF,FW",27.0,2194.0,24.4,1.0,1.0,2.0,0.04,0.04,0.08,1.1,2.6,1.1,24.0,5.0
2018-2019,Premier League,Huddersfield,Laurent Depoitre,BEL,FW,29.0,1068.0,11.9,0.0,1.0,1.0,0.0,0.08,0.08,2.5,0.7,2.5,30.0,6.0
2018-2019,Bundesliga,Nürnberg,Sebastian Kerk,GER,"MF,FW",24.0,1179.0,13.1,0.0,1.0,1.0,0.0,0.08,0.08,0.8,2.9,0.8,18.0,6.0
2018-2019,La Liga,Valladolid,Anuar,MAR,"MF,FW",23.0,1081.0,12.0,1.0,0.0,1.0,0.08,0.0,0.08,2.7,0.1,2.7,10.0,4.0
2018-2019,Bundesliga,Nürnberg,Yuya Kubo,JPN,"FW,MF",24.0,1357.0,15.1,1.0,0.0,1.0,0.07,0.0,0.07,2.4,0.8,2.4,29.0,11.0
2018-2019,La Liga,Sevilla,Sergio Escudero,ESP,"DF,FW",28.0,1545.0,17.2,0.0,1.0,1.0,0.0,0.06,0.06,1.4,1.2,1.4,27.0,2.0
2018-2019,La Liga,Betis,Francis Guerrero,ESP,"DF,FW",22.0,1778.0,19.8,0.0,1.0,1.0,0.0,0.05,0.05,0.4,1.4,0.4,10.0,3.0
2018-2019,La Liga,Athletic Club,Gorka Guruzeta,ESP,"MF,FW",21.0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0
2018-2019,Ligue 1,Dijon,Romain Amalfitano,FRA,"MF,FW",28.0,2522.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9,0.7,19.0,4.0
2018-2019,Premier League,Arsenal,Bukayo Saka,ENG,FW,16.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,Huddersfield,Aaron Rowe,ENG,FW,17.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,Huddersfield,Abdelhamid Sabiri,MAR,FW,21.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Real Madrid,Cristo González,ESP,FW,20.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Ligue 1,Bordeaux,Yassine Benrahou,FRA,"MF,FW",19.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,6.0,4.0
2018-2019,La Liga,Girona,Johan Mojica,COL,"FW,MF",25.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,Leverkusen,Isaac Kiese Thelin,SWE,"FW,MF",26.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,5.0,1.0
2018-2019,Bundesliga,Schalke 04,Rabbi Matondo,WAL,"FW,MF",17.0,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.3,3.0,1.0
2018-2019,La Liga,Eibar,Pere Milla,ESP,"MF,FW",25.0,341.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,4.0,0.0
2018-2019,Ligue 1,Nantes,Alexis Alegue,FRA,FW,21.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Saint-Étienne,Charles Abi,FRA,"DF,FW",18.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Ligue 1,Dijon,Arnold Bouka Moutou,CGO,"DF,FW",29.0,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Serie A,Fiorentina,Dušan Vlahović,SRB,FW,18.0,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,1.5,10.0,1.0
2018-2019,La Liga,Leganés,José Arnaiz,ESP,"MF,FW",23.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0
2018-2019,Serie A,Udinese,Felipe Vizeu,BRA,"FW,DF",21.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Serie A,Cagliari,Cyril Théréau,FRA,FW,35.0,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,0.0
2018-2019,Serie A,Cagliari,Francesco Verde,ITA,FW,19.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Atalanta,Marco Tumminello,ITA,"FW,DF",19.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Serie A,Frosinone,Marcello Trotta,ITA,FW,25.0,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.7,8.0,3.0
2018-2019,La Liga,Celta Vigo,Emmanuel Apeh,NGA,"FW,MF",21.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Getafe,Sergi Guardiola,ESP,"MF,FW",27.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,0.0
2018-2019,Ligue 1,Nice,Assil Jaziri,TUN,FW,18.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,4.0,2.0
2018-2019,Ligue 1,Toulouse,Corentin Jean,FRA,"FW,MF",23.0,629.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,14.0,6.0
2018-2019,Ligue 1,Caen,Evens Joseph,FRA,"MF,FW",19.0,340.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,3.0,1.0
2018-2019,Ligue 1,Guingamp,Nathaël Julan,FRA,"FW,MF",22.0,434.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.5,1.9,15.0,6.0
2018-2019,Ligue 1,Dijon,Sory Kaba,GUI,"FW,MF",23.0,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2018-2019,Ligue 1,Reims,Hassane Kamara,CIV,"DF,FW",24.0,926.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.9,9.0,1.0
2018-2019,Ligue 1,Nantes,Randal Kolo Muani,FRA,FW,19.0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,3.0,1.0
2018-2019,Premier League,Cardiff City,Gary Madine,ENG,"FW,MF",27.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,Chelsea,Victor Moses,NGA,FW,27.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2018-2019,Ligue 1,Strasbourg,Samuel Grandsir,FRA,"MF,FW",21.0,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.0
2018-2019,Premier League,Manchester Utd,Tahith Chong,NED,FW,18.0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,2.0,1.0
2018-2019,Bundesliga,Schalke 04,Sascha Riether,GER,FW,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,Nürnberg,Edgar Salli,CMR,"FW,MF",25.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,1.0
2018-2019,Bundesliga,Hannover 96,Sebastian Soto,USA,"MF,FW",18.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,Eint Frankfurt,Taleb Tawatha,ISR,"FW,DF",26.0,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Villarreal,Miguel Juan Llambrich,ESP,"DF,FW",22.0,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,2.0,0.0
2018-2019,Bundesliga,Schalke 04,Cedric Teuchert,GER,"FW,MF",21.0,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,1.0
